Project Type,Severity of Problem,Warrantable/Non Warrantable,Type of ORC,Failure Date,Problem Definition (Step-1),Observations (Step-2),System,Sub System,Under Analysis (Step-3),Solution Identification & Release (Step-4),Solution Validation & ORC Closure (Step-5),Solution Implementation (Step-6),Conclusion and Tracking (Step 7),ORC Current Status,Date of ORC Creation,Date to reach at Step 2,Date to reach at Step 3,Date to reach at Step 4,Date to reach at Step 5,Date to reach at Step 6,Date to reach at Step 7,Time to Solution Release (days),Time to Close the ORC (days),Remarks
Regular,5,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, PRESSURE PIPE BANJO BOLT FOULING WITH SCUTTLE (AUX VALVE TO REAR PRESSURE PIPE)",NA,Hydraulic,HYDRAULIC LINES-FD0310,AUX. VALVE PORT LOCATION CHANGED DUE TO THAT PIPE BANJO FOULING WITH SCUTTLE,,As per COE comment there is deviation in aux valve assembly.Hence we are closing this ORC,,,Step 7,17-May-2021 23:58,18-May-2021 02:37,19-May-2021 11:42,28-May-2021 10:23,31-May-2021 11:59,,16-Jun-2021 16:51,14,30,As per COE comment there is deviation in aux valve assembly.Hence we are closing this ORC
Regular,6,Non Warrantable,Track,23-Jan-2021 12:15,Weld crack line mark observed on LH side semi chasis.,Weld crack line mark observed on LH side semi chasis.,Tractor-System,AXLE-FD060206,"1. After through inverstigation for crack detection, material Analysis & Weld Penetration checks, it is found that weld penetration is not meeting the minimum requirement of 20%.
2. Hence, this is part non-conformance.
3. There is no metallurgical abnormality observed on material chemistry, hardness, and microstructure
and they met the specification.
 - Fractured surface revealed that crack initiated from weld toe and propagated under fatigue mode
within base material.
  - Total length of the crack is 6.86 mm on side member bracket.
  - Weld penetration was found to be 8.6% against 20 60%
Conclusion: Yuvraj Nxt 28 HP Semi Chassis
Next Steps / Recommendation:
Weld penetration need to improved to meet the specification.
Hence, ORC to be reassigned to CDMM or Closed.
Material Analysis report attached for reference.",,Based on COE Remarks Orc Has been Closed - No Revalidation Part Provided,,,Step 7,16-Feb-2021 12:17,16-Feb-2021 12:18,17-Feb-2021 19:04,25-Feb-2021 13:23,01-Mar-2021 14:28,,01-Mar-2021 19:25,13,13,Based on COE Remarks Orc Has been Closed - No Revalidation Part Provided
Regular,5,,Track,23-Jan-2021 12:28,Oil seepage observed from PS cylinder oil seal RH and LH side.,,,,,,-,,,Obsolete,10-Feb-2021 12:31,10-Feb-2021 12:31,,,,,,,,"Wrong Orc , Hence Obsoleted  Engine Oil leakage Not Transmission oil Leakage"
Regular,5,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, RETURN LINE PIPE FOULING WITH FUEL TANK, STEERING COLUMN AND ACCELERATOR LINK.",NA,Hydraulic,HYDRAULIC LINES-FD0310,Hose return end fitting orientation wrong. Due to that hose is fouling with other parts,Hose draing updated with correct orientation,As per design change hose length is reduced. Hence we are closing this ORC.,,,Step 6,17-May-2021 23:45,18-May-2021 02:16,19-May-2021 12:47,28-May-2021 09:37,31-May-2021 11:47,16-Jun-2021 16:30,,14,,As per design change hose length is reduced. Hence we are closing this ORC.
Regular,5,Warrantable,Field,12-10-2020 12:00:00 AM,Y-NXT 28 HP 4WD OIL SEEPAGE OBSERVED FROM RANGE GEAR TOP COVER PLATE NEAR TO 4WD LEVER.,Refer the attached photo in team centre.,Transmission,,"?	Carry forwarded from current production tractor
?	As per CPH Concurrence, No scope to work on existing parts, Refer attached mail as per Engg. Review
?	Moreover, no issues in current production.
?	Hence, ORC to be closed",,"As per COE confirmation, ORC closed.",,,Step 7,13-Oct-2020 14:57,14-Oct-2020 01:32,15-Oct-2020 14:07,09-Nov-2020 18:27,30-Nov-2020 21:12,,02-Dec-2020 09:33,48,50,
Regular,4,Warrantable,Track,27-Dec-2020 18:33,Horn mounting Bolts got loosen after 150 cycles of RC Test on YNXT 28 HP Tractor,Hotn Mounting Bolts Got Loosened,Electrical,,Installation is same as existing Jivo 24 HP and Jivo 245 refresh models. Request B&V to monitor this observation on further test hours by fastening with required torque again.,,Based on COE remarks Orc Has been Closed - Regular Part,,,Step 7,28-Dec-2020 18:35,28-Dec-2020 18:35,31-Dec-2020 13:19,06-Jan-2021 09:18,08-Jan-2021 10:52,,28-Jan-2021 17:42,11,31,Based on COE remarks Orc Has been Closed - Regular Part
Regular,5,Non Warrantable,Build,1-Oct-2020 16:36,Fuel tank stub pipe mounting  bracket fouling with engine return line pipe.,Fuel tank stub pipe mounting  bracket fouling with engine return line pipe.,Engine,FUEL INJECTION SYSTEM-FD0111,Parts are carryover from Yuvraj 24 & No issues observe in Alpha Build @ Rajkot,,Checked & Found ok in plant build 28hp tractor.,,,Step 7,10-Oct-2020 16:36,10-Oct-2020 16:37,10-Oct-2020 17:42,08-Dec-2020 11:10,08-Dec-2020 12:54,,15-Dec-2020 10:47,59,66,Checked & Found ok in plant build 28hp tractor.
Regular,4,,Track,20-Jan-2021 14:57,Paint peel off observed from sheet metal parts on RC test track tactor,Paint peel off observed from sheet metal parts on RC test track tactor,Frontal-System,HOOD ASSEMBLY-FD0401,Painting issue,,-,,,Obsolete,25-Jan-2021 14:59,25-Jan-2021 14:59,28-Jan-2021 18:34,,,,,,,Based on COE remarks orc has been Obsoluted
Regular,6,Warrantable,Build,1-Oct-2020 12:20,Unable to assemble the Hood addon due to guide mounting hole not available in hood.,Unable to assemble the Hood addon due to guide mounting hole not available in hood.,Frontal-System,HOOD ADDONS,"Hood front grill add on bosses already removed in modifed design, reelased & implemented.",Design modified,found ok in Plant build 28hp Tractor,,,Step 6,19-Oct-2020 12:21,19-Oct-2020 12:21,19-Oct-2020 18:53,30-Oct-2020 12:04,02-Nov-2020 14:40,11-Nov-2020 18:24,,14,,found ok in Plant build 28hp Tractor
Regular,3,Non Warrantable,Build,3-Mar-2021 11:3,Foot accelerator link is not entering into floor panel. Reworked & fitted play observed.,Foot accelerator link is not entering into floor panel. Reworked & fitted play observed.,Linkage-System,,"Proto parts used. Bassed on the feedback, final configuration parts will not have such issue. Drawing released as per existing design. No issue w.r.t existing design. Pls close the ORC.  YUTRACC0009/005.",,As per COE feedback with the attached mail reference we are closing the ORC,,,Step 7,04-Mar-2021 11:10,04-Mar-2021 11:10,04-Mar-2021 14:06,08-Mar-2021 14:56,15-Mar-2021 21:27,,25-May-2021 10:07,11,82,As per COE feedback with the attached mail reference we are closing the ORC
Regular,6,Non Warrantable,Field,15-10-2020 12:00:00 AM,Y-NXT 28 HP 4WD TRACTOR FOOT ACCELERATOR PEDAL HARD TO OPERATE . EFFORTS MEASURED AND OBSERVED 20 TO 22 KG.,Operator felt uncomfortable to run the tractor through foot pedal for long time.,Linkage-System,,Foot acc high idle not acheived in this vehcile. Hence driver applied more force to acheive high idle. Thats why effort is before. We have changed to design to address high idle issue. So now there is  no need to apply more force. As per design effort is 8kg. pls validate ion latest configuration parts and close the ORC.,,"As per COE & VA confirmation, ORC closed.",,,Step 7,15-Oct-2020 20:05,16-Oct-2020 01:46,18-Oct-2020 22:07,28-Oct-2020 16:28,01-Dec-2020 00:00,,12-Dec-2020 14:53,47,58,
Regular,8,Warrantable,Track,11-Nov-2020 18:25,REAR RH DIRECTION BULBE ASSEMBLY CAME OUT .,"Rear RH lamp turn Indicator is not glowing , During Investigation After Removing lens found Bulb was came out from Holder that why lamp is not glowing .",Electrical,,bulb observed and refitment done. no damage has been observed. The issue has been communicated to supplier for further analysis.,,"As per COE Remarks , Same Bulb Has been Replaced & Test Continued - No Abnormalities observed upto 200 Hours - So Based On that Closing Orc (Will be monitored for Remaining 50 Hours)",,,Step 7,18-Nov-2020 18:27,18-Nov-2020 18:27,24-Nov-2020 12:11,07-Dec-2020 13:41,07-Dec-2020 21:33,,23-Dec-2020 20:32,19,35,"As per COE Remarks , Same Bulb Has been Replaced & Test Continued - No Abnormalities observed upto 200 Hours - So Based On that Closing Orc (Will be monitored for Remaining 50 Hours)"
Regular,4,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, PRESSURE PIPE CLAMP MOUNTING BOLT LENGTH IS INSUFFICIENT (M8 X 20MM BOLT FITTED INSTEAD OF M8 X 16MM IN EBOM).",NA,Hydraulic,HYDRAULIC LINES-FD0310,Part replaced with 20mm length bolt instaed of 16mm length,,As per PEL comments 20mm length bold added in bom hence we are closing this ORC.,,,Step 7,17-May-2021 23:39,18-May-2021 02:05,19-May-2021 13:13,28-May-2021 09:21,31-May-2021 11:38,,16-Jun-2021 16:23,14,30,As per PEL comments 20mm length bold added in bom hence we are closing this ORC.
Regular,4,Warrantable,Track,20-Jan-2021 14:45,Hood resting rubber pad came out from both side on RC test track.,Hood Opening Stopper Rubber Pad RH fell Down & LH Came Out From Mounting Location (Pic Attached ),Frontal-System,,Issue observed to ti improper pasting with adhesive application.,,Orc Closed Based On COE comments,,,Step 7,25-Jan-2021 14:48,25-Jan-2021 14:48,28-Jan-2021 18:21,29-Jan-2021 15:30,04-Feb-2021 10:17,,11-Feb-2021 18:13,10,17,"Orc Closed Based On COE comments , No validation Part Received"
Regular,7,Non Warrantable,Track,29-Jun-2021 13:48,Observed heavy Engine oil leakage from engine  blow by pipe on Jivo 24 HP E governer RC tractor after 10 cycles.,Observed heavy Engine oil leakage from engine  blow by pipe on Jivo 24 HP E governer RC tractor after 10 cycles.,Engine,FRONT COVER SYSTEM,Oil Throw was observed in Rough course with existing design. So Existing regular 24hp blowby pipe was put on and validated.,No oil throw observed after 10cycles & very min oil was observed after 20cycles which is at par with existing 24 & 27hp. The oil quantity collected is at par with 24hp & 27hp.,-,,,Step 5,29-Jun-2021 13:59,29-Jun-2021 13:59,29-Jun-2021 18:00,28-Jul-2021 16:19,28-Jul-2021 19:49,,,29,,ok
Regular,6,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, GAP OBSERVED BETWEEN TOOL BOX MOUNTING BRACKET AND FENDER(LH & RH).",NA,Rear-System,TOOL BOX ASSEMBLY-FD0406,"6mm plate avaliable in the layout, please add as per the layout, its missing in the tractor (Refere image)",,Based on COE Feedback with attached mail ORC is closed.,,,Step 7,17-May-2021 23:40,18-May-2021 02:07,19-May-2021 13:11,25-Jun-2021 13:45,25-Jun-2021 14:09,,15-Jul-2021 09:37,39,59,Based on COE Feedback with attached mail ORC is closed.
Regular,6,Non Warrantable,Track,27-Dec-2020 17:42,Radiator cowl got crack in LH Side,Crack Observed in Radiator Cowl LH Side,Engine-Integration,COOLING SYSTEM-FD060104,"Radiator assembly fitted in the tractor is proto part (FRP shroud) and not intended for durability test . Production intended tooled up part  will be Injection moulded inline with current production models, no issue anticipated.",,As per COE Remarks - orc has been Closed ( Final Tooled up part not Received for Validation),,,Step 7,30-Dec-2020 17:42,30-Dec-2020 17:43,31-Dec-2020 13:13,05-Jan-2021 18:25,06-Jan-2021 20:49,,11-Jan-2021 14:52,7,12,As per COE Remarks - orc has been Closed ( Final Tooled up part not Received for Validation)
Regular,6,Non Warrantable,LAB,9-Jul-2021 14:13,"YUV NXT -27HP PAN INDIA Lower link 1st & 2nd sample failed at Axial load case. 1st sample failure cycles 7,26,649 & 2nd sample failure cycles 7,59,524.","YUV NXT -27HP PAN INDIA Lower link 1st & 2nd sample failed at Axial load case. 1st sample failure cycles 7,26,649 & 2nd sample failure cycles 7,59,524.",Hydraulic,3-POINTS LINKAGE ASSY,Part non conformance - Material and H&T is not as per spec.,,-,,,Step 5,12-Jul-2021 14:28,12-Jul-2021 14:28,13-Jul-2021 15:01,23-Jul-2021 19:43,26-Jul-2021 16:16,,,14,,
Regular,5,Warrantable,Tear-Down,8-Dec-2020 11:49,"In hood bang test 3rd sample ,hood mounting bolt in LH side found in loosen condition. ( 0.4 Nm torque observed. During build 100 Nm applied).","In hood bang test 3rd sample ,hood mounting bolt in LH side found in loosen condition. ( 0.4 Nm torque observed. During build 100 Nm applied).",Frontal-System,HOOD ASSEMBLY-FD0401,"As discussed with SEL team for detailed analysis, this issues observed only on 2nd sample. After observation bolt tighten & no further loosening observed. No damages of threads also observed after completion of test. To re-verify third sample tested & no issues found on third sample.",,6 of field return tractors this issue not reported with that we are closing this ORC,,,Step 7,08-Dec-2020 11:53,08-Dec-2020 11:53,09-Dec-2020 16:22,19-Dec-2020 13:29,21-Dec-2020 20:38,,25-Jan-2021 14:40,13,48,6 of field return tractors this issue not reported with that we are closing this ORC
Regular,7,Non Warrantable,Track,22-Dec-2020 11:9,Semi chassis LHS side 1 bolt found brkoen & 1 bolt fallen down and remaining founds in loosen condition after 200 hours.,Front Axle mounted Semi Chassis mounting Bolts Got loosened(All Bolts) & Broken(1Nos) after 200 Hours of TT Validation,Tractor-System,AXLE-FD060206,"1)	As per specification, Torque of 110 – 130 Nm applied along with Loctite 638, also confirmed by B&V Team.
2)	Data acquisition conducted to measure the Pre-load acting in the bolt and observed it is matching with calculated Pre-load value of 51 KN.
3)	However, as improvement, to increase the contact area, Flange bolt is replaced with Hex. Bolt and washer with diameter 33 mm from existing Flange bolt diameter of 25 mm.
4)	With new bolts replaced remaining 50 hrs. to be completed.
5)	After completion of TT Test, this ORC will be closed.",,Based on COE Comments orc Has been Closed (With Improved Bolts & washer only 50 Hours validation Done ),,,Step 7,22-Dec-2020 11:19,22-Dec-2020 11:19,22-Dec-2020 12:15,30-Dec-2020 17:52,06-Jan-2021 16:25,,28-Jan-2021 17:48,15,37,Based on COE Comments orc Has been Closed (With Improved Bolts & washer only 50 Hours validation Done )
Regular,8,Non Warrantable,Field,23-09-2020 12:00:00 AM,"Y NXT 28 HP IMPLEMENT SUITABILITY TRIALS DONE FOR ALL IMPLEMENTS AS PER APPLICATIONS SIGN OFF. OBSERVED THAT, CAT 1 LOWER LINK SPAN NOT SUITABLE FOR MANY IMPLEMENTS (Y NXT 24 HP IMPLEMENTS). LIST ATTACHED.WITH EXISTING LOWER LINK SPAN (CAT1N) ALL IMPLEMENTS ATTACHMENT OK, NO CONCERNS OBSERVED.",CAT 1 Lower link span is greater than implement span. Refer attachment for implement fitment trial observations.,Vehicle-Architect,,As discussed in Engg CDT. this is in line with PP,,"Design modified parts  not avaiable for validation / provided .
We can not accept to close the ORC without validation. ORC Rejected",,,Step 7,23-Sep-2020 12:44,24-Sep-2020 02:26,25-Sep-2020 05:12,27-Oct-2020 21:08,27-Oct-2020 21:10,,11-Mar-2021 17:47,34,169,As per COE confirmation ORC closed. Refer attachment.
Regular,5,Non Warrantable,Track,24-Dec-2020 18:5,Power Steering cylinder lock nut got loosen in LH & RH Side after 50 cycles of RC Test on YNXT 28 HP Tractor,Power Steering cylinder lock nut got loosen in LH & RH Sides,Hydraulic,POWER STEERING PUMP AND FILTRATION,"Power steering cylinder gland nut assembled with snap ring, there is c chance of gland nut rotating.
It is not looosen, also in testing there is no leake observed in testing.",,"Based on COE Comments , Orc has been Closed",,,Step 7,28-Dec-2020 18:07,28-Dec-2020 18:07,31-Dec-2020 13:25,18-Jan-2021 12:40,20-Jan-2021 10:31,,28-Jan-2021 17:08,23,31,"Based on COE Comments , Orc has been Closed"
Regular,6,Non Warrantable,Track,23-Jan-2021 13:8,LH side front indicator lamp assembly  found crack on TT test tractor.,LH side front indicator lamp assembly  found crack on TT test tractor.,Electrical,,"It is regular production part and no failures reported in regular models. However, this observations is communicated to Supplier & PVE for furture tracking",,Based On COE Remarks - Orc has been Closed (Only One Issue Observed),,,Step 7,16-Feb-2021 13:09,16-Feb-2021 13:09,17-Feb-2021 19:05,17-Mar-2021 11:16,18-Mar-2021 19:44,,22-Mar-2021 19:08,30,34,Based On COE Remarks - Orc has been Closed (Only One Issue Observed)
Regular,5,Warrantable,Track,20-Jan-2021 14:53,Gap Observed Between Hood & head Lamp Bezzel after RC test,Gap Observed Between Hood & head Lamp Bezzel after RC test - Pict Attached,Frontal-System,HOOD ASSEMBLY-FD0401,Issue observed only on this one tractors due to assembly variation.,,As per COE remarks Orc has been Closed,,,Step 7,25-Jan-2021 14:55,25-Jan-2021 14:55,28-Jan-2021 18:23,29-Jan-2021 15:36,04-Feb-2021 10:03,,04-Feb-2021 14:33,10,10,As per COE remarks Orc has been Closed
Regular,7,Non Warrantable,Track,11-Jan-2021 17:39,Observed Cluster Temperature Needle Flickering During Drawbar Testing (Video Attached),Observed Cluster Temperature Needle Flickering During Drawbar Testing (Video Attached),Electrical,CLUSTER ASSY,"Temperature gauge flickering was observed in one tractor out of 10 Gen-1 built tractors. Based on simulation tests and test lab verification, unable to repeat the flickering issue in other clusters. Hence, please close the ORC which may be a part issue by keeping wrong orientation of cluster for long duration in storage.",,As Per COE remarks - Orc has been Closed - Revalidation part to be Provided with Isolator Design to Avoid Flickering issue,,,Step 7,12-Jan-2021 17:41,12-Jan-2021 17:41,19-Jan-2021 15:36,12-Feb-2021 20:13,29-Mar-2021 20:40,,31-Mar-2021 14:59,76,78,As Per COE remarks - Orc has been Closed - Revalidation part to be Provided with Isolator Design to Avoid Flickering issue
Regular,5,Warrantable,Field,05-10-2020 12:00:00 AM,Y-NXT 28 HP TRACTOR ERPM NEEDLE FLICKERING OBSERVED IN CLUSTER.,refer attached video,Electrical,,"Repeated ORC, refer ORC-YUD1-20-000389/001-G2",,"Repeated ORC, refer ORC-YUD1-20-000389/001-G2. ORC closed",,,Step 7,07-Oct-2020 19:55,08-Oct-2020 01:38,08-Oct-2020 23:02,21-Oct-2020 20:43,30-Oct-2020 18:36,,01-Nov-2020 13:54,23,25,"Repeated ORC, refer ORC-YUD1-20-000389/001-G2. ORC closed"
Regular,6,,Field,05-10-2020 12:00:00 AM,Y-NXT 28 HP 4WD TRACTOR OBSERVED MORE VIBRATION ON FENDER.,Repeat ORC. Original ORC-YUD1-20-000232. ORC Obsolete,Rear-System,,,,-,,,Obsolete,24-Oct-2020 16:27,25-Oct-2020 13:31,26-Oct-2020 23:56,,,,,,,Repeat ORC. Original ORC-YUD1-20-000232. ORC Obsolete
Regular,6,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, UNABLE TO FIT RETURN LINE PIPE (FORCEFULLY ASSEMBLED)",NA,Hydraulic,HYDRAULIC LINES-FD0310,FITTEMENT TO BE DONE AS PER IM MANUAL,,As per COE comments Correction done in Manual. Hence we are closing this ORC,,,Step 7,17-May-2021 23:44,18-May-2021 02:14,19-May-2021 12:49,28-May-2021 09:57,31-May-2021 11:53,,17-Jun-2021 09:00,14,31,As per COE comments Correction done in Manual. Hence we are closing this ORC
Regular,5,Warrantable,Build,1-Oct-2020 12:26,Unable to connect one connector in cluster due to male connector not available in rear wiring hardness,Unable to connect one connector in cluster due to male connector not available in rear wiring hardness,Electrical,ELECTRICAL AGGREGATE,"Cluster has additional warning inputs for future use, Additional connector has to be kept open. No issue.",,"As per COE & VA  Cluster has additional warning inputs for future use, Additional connector has to be kept open. No issue. hence we are closing the ORC.",,,Step 7,19-Oct-2020 12:26,19-Oct-2020 12:26,19-Oct-2020 18:55,20-Oct-2020 11:41,30-Oct-2020 20:15,,03-Nov-2020 15:35,11,15,"As per COE & VA  Cluster has additional warning inputs for future use, Additional connector has to be kept open. No issue. hence we are closing the ORC."
Regular,6,Non Warrantable,Tear-Down,19-Oct-2020 14:33,"In YNXT 28 hp tractor clutch stall test, after 8000 cycles clutch plate failed and damper plate melting also observed.","In YNXT 28 hp tractor clutch stall test 1st sample, after 8000 cycles clutch plate failed and damper plate melting also observed.",Transmission,,This test is to see in how many cycles the clutch can take abuse cases.  8000 cycles is in line with earlier tested 24HP cycles which is 7500.,field performance will be studied based on this life cycles.,As per COE & VA feedback we are closing the ORC,,,Step 7,20-Oct-2020 14:36,20-Oct-2020 14:36,20-Oct-2020 14:43,22-Oct-2020 18:22,23-Oct-2020 18:15,,11-Nov-2020 18:39,3,22,As per COE & VA feedback we are closing the ORC
Regular,3,Non Warrantable,Build,3-Mar-2021 11:3,Difficult to assemble accelerator sensor in mounting bracket. ( Less access to apply torque for inner bolt),Difficult to assemble accelerator sensor in mounting bracket. ( Less access to apply torque for inner bolt),Linkage-System,STEERING-FD060207,"Two proposals. 
1. As per design, Weld nut is provided in the sensor bracket. But in actual part there is no weld nut. If weld nut is there then assy. wil be easier. Pls get the actual part and validate. If no issue close the ORC. 
2. Sensor mounting bracket to be moved to post painting stage. (Sub assy. of sensor and bracket to be done). DMU to confirm the same before proceeding for drawing release.",,As per COE & VA Remark we are closing this ORC.,,,Step 7,04-Mar-2021 11:19,04-Mar-2021 11:19,04-Mar-2021 14:01,29-Mar-2021 21:45,30-Mar-2021 09:44,,07-Apr-2021 18:41,26,34,As per COE & VA Remark we are closing this ORC.
Regular,4,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, WASHER REQUIRED FOR FENDER MOUNTING BOLT BETWEEN FENDER TO ROPS.",NA,Rear-System,FENDER ASSEMBLY-FD0407,Between bolt and fender washer need to be added to improve the contact area.  008008691C1- WASHER PLAIN G8.5X20X2,,Based on COE Feedback with attached mail ORC is closed.,,,Step 7,17-May-2021 23:38,18-May-2021 02:03,19-May-2021 13:17,25-Jun-2021 14:09,25-Jun-2021 14:15,,15-Jul-2021 10:19,39,59,Based on COE Feedback with attached mail ORC is closed.
Regular,4,Non Warrantable,Track,23-Dec-2020 17:52,HSU to Power steering cylinder pipe adaptor nut loosen in LH Side,HSU to Power steering cylinder pipe adaptor nut loosen in LH Side,Hydraulic,HYDRAULIC LINES-FD0310,"Only 1 adaptor out of 4 got loosen. Initial and final torque to confirmed.
Test to be continued after retorquening.",,Based on COE remarks Orc has been Closed - No Abnormality after Tightening,,,Step 7,30-Dec-2020 17:54,30-Dec-2020 17:55,31-Dec-2020 13:06,13-Jan-2021 10:51,19-Jan-2021 21:17,,28-Jan-2021 17:22,20,29,Based on COE remarks Orc has been Closed - No Abnormality after Tightening
Regular,3,Warrantable,Build,3-Mar-2021 11:3,No bracket Provision to assemble the Voltage suppressor unit. (Tied with cable tie),No bracket Provision to assemble the Voltage suppressor unit. (Tied with cable tie),Electrical,,Excess length observed due to speed sensor pigtail length is more.,,As per COE & VA Remark we are closing this ORC.,,,Step 7,04-Mar-2021 11:12,04-Mar-2021 11:12,04-Mar-2021 14:05,12-Mar-2021 09:26,18-Mar-2021 20:01,,30-Mar-2021 11:04,14,26,As per COE & VA Remark we are closing this ORC.
Regular,5,,Track,20-Jan-2021 15:59,RH Front Combination lamp Park lamp is not glowing after RC test ( Indicator Working),RH Front Combination lamp Park lamp is not glowing after RC test ( Indicator Working) - Pic Attached,Electrical,,,,-,,,Obsolete,25-Jan-2021 16:03,25-Jan-2021 16:03,28-Jan-2021 18:32,,,,,,,Repeat Orc hence Obsoluted
Regular,7,,LAB,9-Jul-2021 13:27,"YUV NXT -27HP PAN INDIA Lower link, 1st & 2nd sample failed at Axial load case.",,,,,,-,,,Setp1,12-Jul-2021 13:36,,,,,,,,,
Regular,5,Non Warrantable,Build,1-Oct-2020 12:24,Unable to assemble LH side P&T lamp mounting bracket due to fouling with pressure pipe.,Unable to assemble LH side P&T lamp mounting bracket due to fouling with pressure pipe.,Frontal-System,BRACKETORIES-FD0409,No design issue. it is process issue. Refer recommeded SOp foloowed in plant. no issues in plant,,As per COE remarks ORC is closed.,,,Step 7,19-Oct-2020 12:24,19-Oct-2020 12:24,19-Oct-2020 18:27,06-Nov-2020 11:13,03-Dec-2020 20:14,,05-Dec-2020 14:02,45,47,
Regular,4,Non Warrantable,Tear-Down,28-Dec-2020 18:8,"In 28hp field validation  tractor, during teardown we observed rust in silencer guard.","In 28hp field validation  tractor, during teardown we observed rust in silencer guard.",Engine-Integration,EXHAUST SYSTEM-FD060101,"Heat resistant black powder coating as per FE-G-00-0665 is specifed for this silencer assembly, guard inline with all other production silencer, tail pipe assemblies. So, no issue anticipated in design and improper coating might be causing rust.",,Based on COE leader & VA remarks we are closing this ORC,,,Step 7,29-Dec-2020 18:10,29-Dec-2020 18:10,30-Dec-2020 09:59,05-Jan-2021 17:53,06-Jan-2021 19:57,,05-Feb-2021 09:30,8,38,Based on COE leader & VA remarks we are closing this ORC
Regular,5,Non Warrantable,Build,16-04-2021 12:00:00 AM,"IN YUV NXT EXPORT TRACTOR BUILD, AUX VALVE SUB ASSEMBLY NOT AVAILABLE IN EBOM",NA,Hydraulic,,AUX. VALVE ASSY IS AVAILABLE IN YUDIHYAVA0001. E-BOM TO BE CORRECTED BY VA/E-BOM TEAM,,As per COE comment EBOM updated. hence we are closing this ORC,,,Step 7,17-May-2021 23:52,18-May-2021 02:26,19-May-2021 12:12,28-May-2021 09:45,15-Jun-2021 17:16,,21-Jun-2021 12:21,29,35,As per COE comment EBOM updated. hence we are closing this ORC
Regular,5,Warrantable,Build,1-Oct-2020 12:19,Clutch switch provision available in floor panel but part not available in BOM.,Clutch switch provision available in floor panel but part not available in BOM.,Electrical,,BOM corrected as per spec. change,,As per COE & VA Clutch Switch is not required in this model & EBOM is updated. hence we are closing the ORC.,,,Step 7,19-Oct-2020 12:19,19-Oct-2020 12:19,19-Oct-2020 18:08,20-Oct-2020 11:32,30-Oct-2020 20:16,,03-Nov-2020 15:33,11,15,As per COE & VA Clutch Switch is not required in this model & EBOM is updated. hence we are closing the ORC.
Regular,7,Non Warrantable,Track,24-Dec-2020 17:54,Oil leakage observed from engine blow-by Pipe after 50 cycles on RC Test on YNXT 28 HP Tractor,Oil leakage observed from engine blow-by Pipe,Engine,,There is no blockge observed in oil blowby wire mesh. The oil droplets from the blowby pipe is because of oil vapour and is a normal phenomenon. However field testing team has been informed to quantify the oil coming out for the remaining cycles. This ORC to be closed.,,Based on COE Remarks Orc has been Closed - Collected oil sample Handled over to Engine Team,,,Step 7,28-Dec-2020 17:59,28-Dec-2020 18:00,31-Dec-2020 13:28,13-Jan-2021 16:45,19-Jan-2021 20:03,,28-Jan-2021 17:27,22,31,Based on COE Remarks Orc has been Closed - Collected oil sample Handled over to Engine Team
Regular,6,Non Warrantable,Build,1-Oct-2020 17:38,Unable to measure the specifications of tractor due to non-availability PS chart  (not available in Teamcenter),Unable to measure the specifications of tractor due to non-availability PS chart  (not available in Teamcenter),Vehicle-Architect,,PS chart is made available in pdf and shared.,,PDF shared,,,Step 7,19-Oct-2020 17:39,19-Oct-2020 17:39,20-Oct-2020 18:52,30-Oct-2020 20:55,30-Oct-2020 20:59,,11-Nov-2020 18:40,11,23,PDF shared
Regular,3,Warrantable,Build,3-Mar-2021 11:3,Front wiring harness excess in length & mounting tie clip not in correct position in harness to clamp.,Front wiring harness excess in length & mounting tie clip not in correct position in harness to clamp.,Electrical,,"For RPT tractors, mounting provision is not planned. Hence Cable tie used for holding the Voltage suppressor.",,As per COE & VA Remark we are closing this ORC.,,,Step 7,04-Mar-2021 11:15,04-Mar-2021 11:15,04-Mar-2021 14:03,12-Mar-2021 09:24,18-Mar-2021 20:09,,30-Mar-2021 11:16,14,26,As per COE & VA Remark we are closing this ORC.
Regular,7,Non Warrantable,Track,21-Sep-2020 18:54,"During lead lag test we have observed 5.5 % Lead, It's not meeting the acceptance criteria. (Accepatance criteria: 0 to 5%)","During lead lag test we have observed 5.5 % Lead, It's not meeting the acceptance criteria. (Accepatance criteria: 0 to 5%)",Tractor-System,WHEEL ASSEMBLY,"Increase in lead of 0.5 % is not signification and hence is acceptable.
Hence pl. close this ORC",,"As per COE Remarks , Orc has been Closed",,,Step 7,29-Sep-2020 18:55,29-Sep-2020 18:55,03-Oct-2020 15:48,06-Oct-2020 13:14,30-Oct-2020 20:42,,04-Nov-2020 10:54,31,36,"As per COE Remarks , Orc has been Closed"
